,Experiment,Board,Word1,Word2,Clue1,clueCount,wordpair,boardwords,boardnames,representation,prag_speaker_probs,prag_speaker_rank
243,E1,TrialList5,homeless,apartment,house,12,homeless-apartment,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.05260981801073453,0
244,E1,TrialList5,homeless,apartment,live,3,homeless-apartment,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.0063501413926567414,22
245,E1,TrialList5,homeless,apartment,living,1,homeless-apartment,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.0014109739903759035,75
247,E1,TrialList5,homeless,apartment,residence,1,homeless-apartment,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.009247921244970102,13
248,E1,TrialList5,homeless,apartment,shelter,5,homeless-apartment,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.043867768317237765,2
249,E1,TrialList5,homeless,apartment,sleep,1,homeless-apartment,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.0001397654513941782,509
250,E1,TrialList5,homeless,apartment,welfare,1,homeless-apartment,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.0017478377024250106,65
251,E1,TrialList5,near,astronaut,discover,1,near-astronaut,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,7.073652327151162e-05,1756
252,E1,TrialList5,near,astronaut,distance,2,near-astronaut,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.0023168452041626474,53
253,E1,TrialList5,near,astronaut,far,1,near-astronaut,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.03537249593902654,1
254,E1,TrialList5,near,astronaut,land,1,near-astronaut,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.00017464658065263874,536
256,E1,TrialList5,near,astronaut,moon,3,near-astronaut,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.002631416336886959,44
257,E1,TrialList5,near,astronaut,NASA,1,near-astronaut,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.0018591000812099895,57
258,E1,TrialList5,near,astronaut,orbit,1,near-astronaut,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.00121546059629409,78
259,E1,TrialList5,near,astronaut,rocket,1,near-astronaut,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.005715751963090307,15
260,E1,TrialList5,near,astronaut,space,15,near-astronaut,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.023137683487729512,4
263,E1,TrialList5,near,astronaut,train,1,near-astronaut,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.00010400342084622782,1034
264,E1,TrialList5,onion,cigarette,breath,1,onion-cigarette,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.00024367839717795014,471
265,E1,TrialList5,onion,cigarette,burn,2,onion-cigarette,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.0006350126911654875,98
266,E1,TrialList5,onion,cigarette,cough,1,onion-cigarette,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.00014095321142543364,1073
267,E1,TrialList5,onion,cigarette,cry,1,onion-cigarette,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.0007832528042355654,63
268,E1,TrialList5,onion,cigarette,disgust,1,onion-cigarette,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,4.67487318439591e-05,4396
269,E1,TrialList5,onion,cigarette,gross,3,onion-cigarette,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.0002032581732465868,619
271,E1,TrialList5,onion,cigarette,heat,1,onion-cigarette,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.00017594987324049793,785
272,E1,TrialList5,onion,cigarette,lung,1,onion-cigarette,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.0003021724673430013,333
273,E1,TrialList5,onion,cigarette,mouth,1,onion-cigarette,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.0002800408492070906,382
274,E1,TrialList5,onion,cigarette,odor,2,onion-cigarette,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.00021579095029470278,563
275,E1,TrialList5,onion,cigarette,plant,1,onion-cigarette,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.00041845381570285433,201
276,E1,TrialList5,onion,cigarette,pungent,1,onion-cigarette,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.00013922733233229343,1087
277,E1,TrialList5,onion,cigarette,smell,10,onion-cigarette,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.0014561512865907227,33
278,E1,TrialList5,onion,cigarette,smelly,1,onion-cigarette,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.00041170978790921607,207
279,E1,TrialList5,onion,cigarette,stink,2,onion-cigarette,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.000683355444191158,85
280,E1,TrialList5,onion,cigarette,strong,1,onion-cigarette,"['ancestor', 'child', 'carriage', 'done', 'denial', 'disregard', 'flower', 'thorn', 'homeless', 'apartment', 'keeper', 'blues', 'near', 'astronaut', 'onion', 'cigarette', 'sky', 'color', 'teenager', 'combination']",e1_board5_words,swow,0.00018575872141679984,724
281,E1,TrialList6,definition,assist,clarify,1,definition-assist,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.00012130395304398009,650
282,E1,TrialList6,definition,assist,dictionary,12,definition-assist,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.005605944879996912,24
283,E1,TrialList6,definition,assist,explain,3,definition-assist,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.003216910824746646,28
284,E1,TrialList6,definition,assist,help,5,definition-assist,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.14384405252510934,0
285,E1,TrialList6,definition,assist,helpful,1,definition-assist,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.0009428605879913706,72
286,E1,TrialList6,definition,assist,instructor,1,definition-assist,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,6.774001029145989e-05,1255
287,E1,TrialList6,definition,assist,reference,1,definition-assist,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.0006845546994875101,90
289,E1,TrialList6,definition,assist,synonym,2,definition-assist,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.00015575578738682367,474
290,E1,TrialList6,definition,assist,teach,2,definition-assist,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.0004854894642417346,132
291,E1,TrialList6,definition,assist,thesaurus,1,definition-assist,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.0015610870928150834,48
292,E1,TrialList6,definition,assist,vocabulary,1,definition-assist,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.0014990650808943838,51
293,E1,TrialList6,pants,collar,apparel,1,pants-collar,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.0010351058380646178,59
294,E1,TrialList6,pants,collar,attire,1,pants-collar,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.0013282236203597394,52
295,E1,TrialList6,pants,collar,belt,1,pants-collar,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.010486494470416594,14
296,E1,TrialList6,pants,collar,cloth,2,pants-collar,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.0003492217241215486,134
297,E1,TrialList6,pants,collar,clothes,22,pants-collar,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.01045601238157477,15
298,E1,TrialList6,pants,collar,shirt,2,pants-collar,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.07449613311786132,1
299,E1,TrialList6,pants,collar,suit,2,pants-collar,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.0120063367482787,12
300,E1,TrialList6,war,quiet,apocalypse,1,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,7.23338691026022e-05,1876
301,E1,TrialList6,war,quiet,battle,1,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.004474955823517799,20
302,E1,TrialList6,war,quiet,battlefield,1,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.003514229347761651,23
304,E1,TrialList6,war,quiet,death,1,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.0005870330021384593,158
305,E1,TrialList6,war,quiet,disagreement,1,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,7.708152694226517e-05,1731
306,E1,TrialList6,war,quiet,drone,1,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.00014710811423169096,765
307,E1,TrialList6,war,quiet,fight,3,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.0014942869446682278,63
308,E1,TrialList6,war,quiet,loud,1,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.0001786174365308629,603
309,E1,TrialList6,war,quiet,melancholy,1,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,3.0267806057207e-05,5019
310,E1,TrialList6,war,quiet,negotiate,1,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,8.002383380716599e-05,1642
312,E1,TrialList6,war,quiet,noise,1,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.0002364348580974645,432
313,E1,TrialList6,war,quiet,nuclear,1,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.0006615035035489247,130
314,E1,TrialList6,war,quiet,peace,5,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.07175681675793652,0
315,E1,TrialList6,war,quiet,settlement,1,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,3.918537824895165e-05,3836
316,E1,TrialList6,war,quiet,silence,1,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.023132565281634876,3
317,E1,TrialList6,war,quiet,silent,2,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.017632352679882942,5
318,E1,TrialList6,war,quiet,spies,1,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.0001387952512500764,820
319,E1,TrialList6,war,quiet,stealth,2,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.0006435571603504151,137
320,E1,TrialList6,war,quiet,veteran,1,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,0.001632156462946077,59
321,E1,TrialList6,war,quiet,yell,1,war-quiet,"['beach', 'box', 'beaker', 'experiment', 'bull', 'milk', 'definition', 'assist', 'oyster', 'necklace', 'pants', 'collar', 'pieces', 'cover', 'tree', 'syrup', 'war', 'quiet', 'welfare', 'conquer']",e1_board6_words,swow,6.626648448171408e-05,2076
322,E1,TrialList7,flat,alike,affect,1,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,5.393373925836227e-05,3333
323,E1,TrialList7,flat,alike,angle,1,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.00021444817683960373,505
324,E1,TrialList7,flat,alike,bland,1,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,9.918290013705073e-05,1485
325,E1,TrialList7,flat,alike,boring,1,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.0005237758545175189,139
326,E1,TrialList7,flat,alike,comparison,1,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.002094892520625663,29
327,E1,TrialList7,flat,alike,description,1,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,6.55347789104302e-05,2621
328,E1,TrialList7,flat,alike,desert,1,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.00011898033982716501,1153
329,E1,TrialList7,flat,alike,feet,1,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.0001948666181214041,581
330,E1,TrialList7,flat,alike,geometric,1,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,2.7919409499619393e-05,6490
331,E1,TrialList7,flat,alike,Kansas,1,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.00013835522436164577,959
332,E1,TrialList7,flat,alike,pancake,2,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.00020839122321893757,537
333,E1,TrialList7,flat,alike,paper,2,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.00014957880863677948,854
334,E1,TrialList7,flat,alike,plain,1,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.0004512989648878291,180
336,E1,TrialList7,flat,alike,same,2,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.10809778611594002,0
337,E1,TrialList7,flat,alike,shoe,1,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.00010039280946694806,1463
