,boardnames,wordpair,Clue1,clue_score,clue_rank,alpha,Model
0,e2_board5_words,snake-ash,camp,6.300383350844763e-05,10531,0.1,swow
0,e2_board5_words,snake-ash,charm,7.231645484078217e-05,8761,0.1,swow
0,e2_board5_words,snake-ash,cold blood,NA,NA,0.1,swow
0,e2_board5_words,snake-ash,death,7.786574933392721e-05,7375,0.1,swow
0,e2_board5_words,snake-ash,desert,9.28665100036478e-05,3268,0.1,swow
0,e2_board5_words,snake-ash,dirt,0.00010007371704135865,1619,0.1,swow
0,e2_board5_words,snake-ash,dragon,7.26247601961016e-05,8688,0.1,swow
0,e2_board5_words,snake-ash,fireplace,6.221366776790683e-05,10637,0.1,swow
0,e2_board5_words,snake-ash,grey,4.62082370287033e-05,12007,0.1,swow
0,e2_board5_words,snake-ash,Hades,7.089715891305375e-05,9063,0.1,swow
0,e2_board5_words,snake-ash,hiss,0.0001469680265132026,14,0.1,swow
0,e2_board5_words,snake-ash,molt,NA,NA,0.1,swow
0,e2_board5_words,snake-ash,pit,7.442973087411638e-05,8229,0.1,swow
0,e2_board5_words,snake-ash,poison,0.00014377443669182612,16,0.1,swow
0,e2_board5_words,snake-ash,Pokemon,8.198709646210042e-05,6220,0.1,swow
0,e2_board5_words,snake-ash,punishment,7.473738748122091e-05,8152,0.1,swow
0,e2_board5_words,snake-ash,reptile,0.00016822251943865451,9,0.1,swow
0,e2_board5_words,snake-ash,reputation,6.032495510834596e-05,10919,0.1,swow
0,e2_board5_words,snake-ash,ritual,7.293654035822502e-05,8620,0.1,swow
0,e2_board5_words,snake-ash,scare,8.894868183314598e-05,4322,0.1,swow
0,e2_board5_words,snake-ash,slip,7.824061907968279e-05,7277,0.1,swow
0,e2_board5_words,snake-ash,slither,0.00020693678193725273,0,0.1,swow
0,e2_board5_words,snake-ash,sly,7.355266350177025e-05,8450,0.1,swow
0,e2_board5_words,snake-ash,tree,6.116454231395351e-05,10787,0.1,swow
0,e2_board5_words,snake-ash,volcano,0.00012755628108372143,27,0.1,swow
0,e2_board5_words,snake-ash,you,9.67188847757222e-05,2334,0.1,swow
0,e2_board6_words,snake-ash,blister,NA,NA,0.1,swow
0,e2_board6_words,snake-ash,callus,NA,NA,0.1,swow
0,e2_board6_words,crust-boot,desert,8.062076833416904e-05,6596,0.1,swow
0,e2_board6_words,crust-boot,dirt,7.028747358768976e-05,8761,0.1,swow
0,e2_board6_words,crust-boot,dirty,9.019468478610289e-05,4373,0.1,swow
0,e2_board6_words,crust-boot,earth,6.484561872182125e-05,9737,0.1,swow
0,e2_board6_words,crust-boot,fisherman,NA,NA,0.1,swow
0,e2_board6_words,crust-boot,footwear,0.00020260555645262716,0,0.1,swow
0,e2_board6_words,crust-boot,grime,9.210017195165482e-05,3931,0.1,swow
0,e2_board6_words,crust-boot,ground,3.597101595854358e-05,12072,0.1,swow
0,e2_board6_words,crust-boot,hike,6.849437290334586e-05,9104,0.1,swow
0,e2_board6_words,crust-boot,Italy,0.00010611875168865266,1393,0.1,swow
0,e2_board6_words,crust-boot,item,7.462619750298636e-05,7928,0.1,swow
0,e2_board6_words,crust-boot,mud,6.946231404016878e-05,8911,0.1,swow
0,e2_board6_words,crust-boot,old,8.523654159838098e-05,5520,0.1,swow
0,e2_board6_words,crust-boot,pizza,9.840548585446662e-05,2637,0.1,swow
0,e2_board6_words,crust-boot,shoe,0.00017543540975291805,5,0.1,swow
0,e2_board6_words,crust-boot,sock,0.00016424734702710103,7,0.1,swow
0,e2_board6_words,crust-boot,sole,0.00013857045725791667,20,0.1,swow
0,e2_board6_words,crust-boot,upper,5.066207405119788e-05,11375,0.1,swow
0,e2_board6_words,elm-rock,backyard,7.505426457705633e-05,7791,0.1,swow
0,e2_board6_words,elm-rock,climb,7.243590917146346e-05,8322,0.1,swow
0,e2_board6_words,elm-rock,earth,6.133051218900807e-05,10175,0.1,swow
0,e2_board6_words,elm-rock,firm,8.193320361099822e-05,6301,0.1,swow
0,e2_board6_words,elm-rock,forest,0.00010442517201694999,1668,0.1,swow
0,e2_board6_words,elm-rock,ground,4.29590692091454e-05,11803,0.1,swow
0,e2_board6_words,elm-rock,hard,9.345759278472831e-05,3705,0.1,swow
0,e2_board6_words,elm-rock,hardwood,NA,NA,0.1,swow
0,e2_board6_words,elm-rock,heavy,8.737319849961226e-05,5035,0.1,swow
0,e2_board6_words,elm-rock,inanimate,4.1870419569176566e-05,11850,0.1,swow
0,e2_board6_words,elm-rock,landform,NA,NA,0.1,swow
0,e2_board6_words,elm-rock,landmark,6.699544461290603e-05,9327,0.1,swow
0,e2_board6_words,elm-rock,landscape,8.351275920498009e-05,5949,0.1,swow
0,e2_board6_words,elm-rock,lichen,NA,NA,0.1,swow
0,e2_board6_words,elm-rock,moss,9.673750258433116e-05,3049,0.1,swow
0,e2_board6_words,elm-rock,natural,4.6868471073414386e-05,11611,0.1,swow
0,e2_board6_words,elm-rock,nature,6.471556865778258e-05,9698,0.1,swow
0,e2_board6_words,elm-rock,outcropping,NA,NA,0.1,swow
0,e2_board6_words,elm-rock,outdoor,5.966491871080284e-05,10397,0.1,swow
0,e2_board6_words,elm-rock,rigid,8.582191177140061e-05,5387,0.1,swow
0,e2_board6_words,elm-rock,root,9.534521239595234e-05,3323,0.1,swow
0,e2_board6_words,elm-rock,stone,9.810399376088973e-05,2783,0.1,swow
0,e2_board6_words,elm-rock,tree,0.00013235190589337773,25,0.1,swow
0,e2_board6_words,elm-rock,unmoving,5.020939076518268e-05,11380,0.1,swow
0,e2_board6_words,elm-rock,wood,0.00010214414692343349,2053,0.1,swow
0,e2_board6_words,sit-stand,action,7.913687040298398e-05,7009,0.1,swow
0,e2_board6_words,sit-stand,chair,0.00028651579056059566,4,0.1,swow
0,e2_board6_words,sit-stand,command,9.95984805908081e-05,2423,0.1,swow
0,e2_board6_words,sit-stand,concert,9.124385807477223e-05,4144,0.1,swow
0,e2_board6_words,sit-stand,desk,0.00010892831328571106,965,0.1,swow
0,e2_board6_words,sit-stand,kneel,0.00012946024058427323,54,0.1,swow
0,e2_board6_words,sit-stand,lab,7.871998755837025e-05,7107,0.1,swow
0,e2_board6_words,sit-stand,leg,9.21334266775758e-05,3939,0.1,swow
0,e2_board6_words,sit-stand,legs,9.325456872595907e-05,3679,0.1,swow
0,e2_board6_words,sit-stand,move,8.111580188792469e-05,6590,0.1,swow
0,e2_board6_words,sit-stand,movement,7.31312582094504e-05,8220,0.1,swow
0,e2_board6_words,sit-stand,position,0.00010167476989607585,2021,0.1,swow
0,e2_board6_words,sit-stand,posture,0.0001725369146087194,21,0.1,swow
0,e2_board6_words,sit-stand,s,9.165038752156516e-05,4060,0.1,swow
0,e2_board6_words,sit-stand,stationary,5.1534884559835296e-05,11253,0.1,swow
0,e2_board6_words,sit-stand,still,6.313033671111589e-05,9925,0.1,swow
0,e2_board6_words,sit-stand,symphony,9.694914571839273e-05,2932,0.1,swow
0,e2_board6_words,sit-stand,up,0.00010055834697524355,2230,0.1,swow
0,e2_board7_words,east-short,arrow,0.00010284606464291125,1903,0.1,swow
0,e2_board7_words,east-short,Asian,9.807011290099545e-05,2819,0.1,swow
0,e2_board7_words,east-short,cardinal,7.229412337706682e-05,8452,0.1,swow
0,e2_board7_words,east-short,coast,0.0001259794173360865,66,0.1,swow
0,e2_board7_words,east-short,compass,0.00014561501013290483,18,0.1,swow
0,e2_board7_words,east-short,direction,0.00013925937500139035,27,0.1,swow
0,e2_board7_words,east-short,directionless,NA,NA,0.1,swow
0,e2_board7_words,east-short,distance,7.714944188741525e-05,7479,0.1,swow
0,e2_board7_words,east-short,identification,9.758194068448907e-05,2910,0.1,swow
0,e2_board7_words,east-short,Illinois,NA,NA,0.1,swow
0,e2_board7_words,east-short,inch,6.336469878040259e-05,9913,0.1,swow
0,e2_board7_words,east-short,Jersey,NA,NA,0.1,swow
0,e2_board7_words,east-short,magnitude,7.582505070937499e-05,7758,0.1,swow
0,e2_board7_words,east-short,measurement,5.265470068962218e-05,11072,0.1,swow
0,e2_board7_words,east-short,navigate,0.00011729669252544551,251,0.1,swow
0,e2_board7_words,east-short,origin,8.970004186179466e-05,4615,0.1,swow
0,e2_board7_words,east-short,physicality,NA,NA,0.1,swow
0,e2_board7_words,east-short,road,8.989568400835354e-05,4568,0.1,swow
0,e2_board7_words,east-short,simple,6.769313473371087e-05,9264,0.1,swow
0,e2_board7_words,east-short,small,0.0001094387884233272,921,0.1,swow
0,e2_board7_words,east-short,sunrise,7.380852242673272e-05,8163,0.1,swow
0,e2_board7_words,east-short,turn,0.00010115961227800445,2234,0.1,swow
0,e2_board7_words,east-short,vector,9.883561681527973e-05,2666,0.1,swow
0,e2_board7_words,east-short,west,0.0001634335646909459,4,0.1,swow
0,e2_board7_words,glass-cage,animal,9.589450123191052e-05,3049,0.1,swow
0,e2_board7_words,glass-cage,aquarium,0.00010114056737473207,1998,0.1,swow
0,e2_board7_words,glass-cage,bar,8.186338556344522e-05,6522,0.1,swow
0,e2_board7_words,glass-cage,barrier,6.933336117680779e-05,9144,0.1,swow
0,e2_board7_words,glass-cage,bird,0.00015020964930469717,15,0.1,swow
0,e2_board7_words,glass-cage,break,8.094526092851926e-05,6761,0.1,swow
0,e2_board7_words,glass-cage,breakout,NA,NA,0.1,swow
0,e2_board7_words,glass-cage,confine,0.00011771417378268853,183,0.1,swow
0,e2_board7_words,glass-cage,confines,NA,NA,0.1,swow
0,e2_board7_words,glass-cage,contain,9.052817620291684e-05,4307,0.1,swow
0,e2_board7_words,glass-cage,container,6.831818468287315e-05,9304,0.1,swow
0,e2_board7_words,glass-cage,containment,NA,NA,0.1,swow
0,e2_board7_words,glass-cage,encase,NA,NA,0.1,swow
0,e2_board7_words,glass-cage,exhibit,0.00010198418743403141,1822,0.1,swow
0,e2_board7_words,glass-cage,fishtank,NA,NA,0.1,swow
0,e2_board7_words,glass-cage,fragile,8.471735031744845e-05,5810,0.1,swow
0,e2_board7_words,glass-cage,greenhouse,NA,NA,0.1,swow
0,e2_board7_words,glass-cage,louvre,NA,NA,0.1,swow
0,e2_board7_words,glass-cage,Nicholas,NA,NA,0.1,swow
0,e2_board7_words,glass-cage,pantomime,NA,NA,0.1,swow
0,e2_board7_words,glass-cage,prism,6.988646722541689e-05,9047,0.1,swow
0,e2_board7_words,glass-cage,prison,0.0001433613220302316,32,0.1,swow
0,e2_board7_words,glass-cage,shatter,0.00012395585193988894,84,0.1,swow
0,e2_board7_words,glass-cage,structure,6.896877410816848e-05,9202,0.1,swow
0,e2_board7_words,glass-cage,transparent,0.00013750014620414916,43,0.1,swow
0,e2_board7_words,glass-cage,trap,0.00010001623074547161,2219,0.1,swow
0,e2_board7_words,glass-cage,view,0.00011728145723252438,208,0.1,swow
0,e2_board7_words,glass-cage,window,0.00012283790373425498,92,0.1,swow
0,e2_board7_words,glass-cage,zoo,0.00012233807667895251,98,0.1,swow
0,e2_board7_words,old-new,age,0.00014521671760380324,42,0.1,swow
0,e2_board7_words,old-new,condition,7.219924182618019e-05,8473,0.1,swow
0,e2_board7_words,old-new,cycle,8.283387686209428e-05,6212,0.1,swow
0,e2_board7_words,old-new,fresh,9.746990530728852e-05,2769,0.1,swow
0,e2_board7_words,old-new,friend,8.89163246303533e-05,4753,0.1,swow
0,e2_board7_words,old-new,generation,0.00012775860273236798,88,0.1,swow
0,e2_board7_words,old-new,god,NA,NA,0.1,swow
0,e2_board7_words,old-new,grandparent,0.00010285601974087506,1676,0.1,swow
0,e2_board7_words,old-new,hand-me-down,NA,NA,0.1,swow
0,e2_board7_words,old-new,life,4.16326977507848e-05,11910,0.1,swow
0,e2_board7_words,old-new,memory,9.162986007122314e-05,4127,0.1,swow
0,e2_board7_words,old-new,midlife,NA,NA,0.1,swow
0,e2_board7_words,old-new,opposite,9.310050485428061e-05,3755,0.1,swow
0,e2_board7_words,old-new,quality,5.946240210254189e-05,10471,0.1,swow
0,e2_board7_words,old-new,restore,8.387003546527092e-05,6000,0.1,swow
0,e2_board7_words,old-new,shop,6.63202817796493e-05,9497,0.1,swow
0,e2_board7_words,old-new,temporal,NA,NA,0.1,swow
0,e2_board7_words,old-new,time,7.32758331325353e-05,8284,0.1,swow
0,e2_board7_words,old-new,use,7.162751791336345e-05,8576,0.1,swow
0,e2_board7_words,old-new,wedding,8.974802067399494e-05,4543,0.1,swow
0,e2_board8_words,army-drum,band,0.00014558860820905285,45,0.1,swow
0,e2_board8_words,army-drum,battle,0.00013399392991667698,108,0.1,swow
0,e2_board8_words,army-drum,battle cry,NA,NA,0.1,swow
0,e2_board8_words,army-drum,battle{-}music,NA,NA,0.1,swow
0,e2_board8_words,army-drum,beat,0.00012805151480495245,154,0.1,swow
0,e2_board8_words,army-drum,bugle,0.0002000742196620272,1,0.1,swow
0,e2_board8_words,army-drum,fighter,8.189632980581749e-05,6186,0.1,swow
0,e2_board8_words,army-drum,march,NA,NA,0.1,swow
0,e2_board8_words,army-drum,marching band,NA,NA,0.1,swow
0,e2_board8_words,army-drum,militant,NA,NA,0.1,swow
0,e2_board8_words,army-drum,military,0.00018092139351572704,13,0.1,swow
0,e2_board8_words,army-drum,patriotism,6.0692997262591206e-05,10148,0.1,swow
0,e2_board8_words,army-drum,revolution,9.42447541028449e-05,3585,0.1,swow
0,e2_board8_words,army-drum,soldier,0.00016505304557303704,21,0.1,swow
0,e2_board8_words,army-drum,strike,0.0001096455209483744,1029,0.1,swow
0,e2_board8_words,army-drum,war,0.0001393143228822991,74,0.1,swow
0,e2_board8_words,army-drum,wartime,NA,NA,0.1,swow
0,e2_board8_words,giant-subtle,background,5.2822448113460025e-05,11208,0.1,swow
0,e2_board8_words,giant-subtle,beanstalk,6.341491310133442e-05,9831,0.1,swow
0,e2_board8_words,giant-subtle,big,0.00010548189816315384,1564,0.1,swow
0,e2_board8_words,giant-subtle,Bigfoot,NA,NA,0.1,swow
0,e2_board8_words,giant-subtle,broad,7.421356258516913e-05,7800,0.1,swow
0,e2_board8_words,giant-subtle,cloud,6.927137919574827e-05,8780,0.1,swow
0,e2_board8_words,giant-subtle,clue,0.00010844770265159091,1101,0.1,swow
0,e2_board8_words,giant-subtle,conspicuous,NA,NA,0.1,swow
0,e2_board8_words,giant-subtle,difficult,6.282507492159902e-05,9932,0.1,swow
0,e2_board8_words,giant-subtle,drastic,NA,NA,0.1,swow
0,e2_board8_words,giant-subtle,elephant,0.00011777322809650293,265,0.1,swow
0,e2_board8_words,giant-subtle,extreme,5.78855496502563e-05,10622,0.1,swow
0,e2_board8_words,giant-subtle,flaw,9.903472523080507e-05,2678,0.1,swow
0,e2_board8_words,giant-subtle,gentle,7.747855596006288e-05,7145,0.1,swow
0,e2_board8_words,giant-subtle,gesture,7.103763109030598e-05,8435,0.1,swow
0,e2_board8_words,giant-subtle,Hagrid,NA,NA,0.1,swow
0,e2_board8_words,giant-subtle,hint,0.00012102608932881426,157,0.1,swow
0,e2_board8_words,giant-subtle,huge,0.0001394481105299662,40,0.1,swow
0,e2_board8_words,giant-subtle,mistake,0.00010150249742595681,2255,0.1,swow
0,e2_board8_words,giant-subtle,movement,6.561454321481514e-05,9448,0.1,swow
0,e2_board8_words,giant-subtle,ninja,9.446380142585879e-05,3529,0.1,swow
0,e2_board8_words,giant-subtle,noticeable,0.0001209846945133051,159,0.1,swow
0,e2_board8_words,giant-subtle,obvious,0.00012586150464437843,96,0.1,swow
0,e2_board8_words,giant-subtle,opposite,0.00010787860770937342,1193,0.1,swow
0,e2_board8_words,giant-subtle,oxymoron,NA,NA,0.1,swow
0,e2_board8_words,giant-subtle,quiet,0.00015158622757741432,13,0.1,swow
0,e2_board8_words,giant-subtle,size,9.6411564746139e-05,3170,0.1,swow
0,e2_board8_words,giant-subtle,subdue,0.00012828893325672795,75,0.1,swow
0,e2_board8_words,giant-subtle,sun,7.908523177042121e-05,6790,0.1,swow
0,e2_board8_words,giant-subtle,unfathomable,NA,NA,0.1,swow
0,e2_board8_words,giant-subtle,unnoticed,NA,NA,0.1,swow
0,e2_board8_words,giant-subtle,bipolar,NA,NA,0.1,swow
0,e2_board8_words,happy-sad,emotion,0.00019278255067461692,53,0.1,swow
0,e2_board8_words,happy-sad,feeling,0.0001273604561849078,186,0.1,swow
0,e2_board8_words,happy-sad,marriage,9.477793614569317e-05,3414,0.1,swow
0,e2_board8_words,happy-sad,mood,0.00018910428062899703,58,0.1,swow
0,e2_board8_words,happy-sad,oppose,0.00010428086246206345,1674,0.1,swow
0,e2_board9_words,candle-wick,blank,7.943285468274897e-05,7069,0.1,swow
0,e2_board9_words,candle-wick,board,6.375132420844871e-05,10216,0.1,swow
0,e2_board9_words,candle-wick,burn,0.00013267697877267503,100,0.1,swow
0,e2_board9_words,candle-wick,cake,5.722744057350608e-05,11026,0.1,swow
0,e2_board9_words,candle-wick,fire,0.00016189701087265636,61,0.1,swow
0,e2_board9_words,candle-wick,flame,0.0002495056964039539,21,0.1,swow
0,e2_board9_words,candle-wick,holiday,5.952324116444813e-05,10761,0.1,swow
0,e2_board9_words,candle-wick,it,7.075536359943655e-05,9013,0.1,swow
0,e2_board9_words,candle-wick,lamp,0.0002898661638340442,12,0.1,swow
0,e2_board9_words,candle-wick,light,0.0002606727007011209,16,0.1,swow
0,e2_board9_words,candle-wick,match,0.00019013604053628994,39,0.1,swow
0,e2_board9_words,candle-wick,melt,8.036585803773606e-05,6816,0.1,swow
0,e2_board9_words,candle-wick,smell,0.00010404961337039733,864,0.1,swow
0,e2_board9_words,candle-wick,wax,0.00034504863607762106,6,0.1,swow
0,e2_board9_words,olive-real,branch,0.0001287614819253759,44,0.1,swow
0,e2_board9_words,olive-real,eat,8.69919270024427e-05,5356,0.1,swow
0,e2_board9_words,olive-real,edible,9.330308424945557e-05,3361,0.1,swow
0,e2_board9_words,olive-real,food,8.531635587169895e-05,5827,0.1,swow
0,e2_board9_words,olive-real,genuine,0.00017390453034602475,3,0.1,swow
0,e2_board9_words,olive-real,Greece,NA,NA,0.1,swow
0,e2_board9_words,olive-real,green,0.00011038729977349956,239,0.1,swow
0,e2_board9_words,olive-real,grow,9.691838798763107e-05,2296,0.1,swow
0,e2_board9_words,olive-real,health,8.017473540415498e-05,7249,0.1,swow
0,e2_board9_words,olive-real,Italian,0.00010473869702922252,702,0.1,swow
0,e2_board9_words,olive-real,martini,0.00011463296404703823,156,0.1,swow
0,e2_board9_words,olive-real,natural,9.38649029364621e-05,3191,0.1,swow
0,e2_board9_words,olive-real,nonfiction,NA,NA,0.1,swow
0,e2_board9_words,olive-real,nongmo,NA,NA,0.1,swow
0,e2_board9_words,olive-real,oil,8.538124574224968e-05,5803,0.1,swow
0,e2_board9_words,olive-real,organic,0.00010509875358504978,660,0.1,swow
0,e2_board9_words,olive-real,pit,6.800682137272256e-05,9656,0.1,swow
0,e2_board9_words,olive-real,salt,9.506844559543188e-05,2834,0.1,swow
0,e2_board9_words,olive-real,skin,4.902316291673424e-05,11657,0.1,swow
0,e2_board9_words,olive-real,taste,7.370518015790024e-05,8620,0.1,swow
0,e2_board9_words,olive-real,tree,0.00012179873929398611,82,0.1,swow
0,e2_board9_words,olive-real,truth,0.00012715371611374032,55,0.1,swow
0,e2_board9_words,olive-real,unsugarcoated,NA,NA,0.1,swow
0,e2_board9_words,olive-real,vegetable,0.0001161603947611878,136,0.1,swow
0,e2_board9_words,olive-real,virgin,6.40324243788845e-05,10230,0.1,swow
0,e2_board9_words,olive-real,{shift}olive{-}realo,NA,NA,0.1,swow
0,e2_board9_words,weird-trauma,abnormal,0.0001702490664322526,2,0.1,swow
0,e2_board9_words,weird-trauma,accident,7.142092214093531e-05,9068,0.1,swow
0,e2_board9_words,weird-trauma,clown,7.369435307421913e-05,8590,0.1,swow
0,e2_board9_words,weird-trauma,concussion,NA,NA,0.1,swow
0,e2_board9_words,weird-trauma,crazy,8.300831257163424e-05,6352,0.1,swow
0,e2_board9_words,weird-trauma,creepy,0.00010863696628237839,258,0.1,swow
0,e2_board9_words,weird-trauma,difficult,9.767286967819332e-05,1999,0.1,swow
0,e2_board9_words,weird-trauma,dysfunction,NA,NA,0.1,swow
0,e2_board9_words,weird-trauma,eerie,0.0001325109527205939,26,0.1,swow
0,e2_board9_words,weird-trauma,emergency,6.0533968296453806e-05,10828,0.1,swow
0,e2_board9_words,weird-trauma,feeling,5.642213758593626e-05,11298,0.1,swow
0,e2_board9_words,weird-trauma,hallucination,7.516515453697792e-05,8280,0.1,swow
0,e2_board9_words,weird-trauma,horror,9.776724400849402e-05,1968,0.1,swow
0,e2_board9_words,weird-trauma,hospital,9.58714211885015e-05,2454,0.1,swow
0,e2_board9_words,weird-trauma,hurt,7.353716761044244e-05,8621,0.1,swow
0,e2_board9_words,weird-trauma,incident,5.906586825913984e-05,10990,0.1,swow
0,e2_board9_words,weird-trauma,injury,7.871618796505354e-05,7481,0.1,swow
0,e2_board9_words,weird-trauma,insanity,8.835930780120934e-05,4770,0.1,swow
0,e2_board9_words,weird-trauma,memorable,8.421735719492621e-05,5997,0.1,swow
0,e2_board9_words,weird-trauma,minority,7.857545205725338e-05,7514,0.1,swow
0,e2_board9_words,weird-trauma,misdiagnosis,NA,NA,0.1,swow
0,e2_board9_words,weird-trauma,nightmare,4.544444558796156e-05,11935,0.1,swow
0,e2_board9_words,weird-trauma,paranormal,0.00010785954263446622,312,0.1,swow
0,e2_board9_words,weird-trauma,psychoanalysis,0.00011168864069524869,107,0.1,swow
0,e2_board9_words,weird-trauma,PTSD,NA,NA,0.1,swow
0,e2_board9_words,weird-trauma,rollercoaster,NA,NA,0.1,swow
0,e2_board9_words,weird-trauma,scar,6.842863656926352e-05,9648,0.1,swow
0,e2_board9_words,weird-trauma,school,8.658121798092425e-05,5279,0.1,swow
0,e2_board9_words,weird-trauma,shock,9.711181950491411e-05,2140,0.1,swow
0,e2_board9_words,weird-trauma,stab,9.189073080654534e-05,3661,0.1,swow
0,e2_board9_words,weird-trauma,strange,0.00016653170560319047,5,0.1,swow
0,e2_board9_words,weird-trauma,trigger,9.61501762861435e-05,2376,0.1,swow
0,e2_board9_words,weird-trauma,uncomfortable,6.148259621381045e-05,10701,0.1,swow
0,e2_board9_words,weird-trauma,unusual,0.0001692970719051589,3,0.1,swow
0,e2_board9_words,weird-trauma,you,8.785771079862297e-05,4920,0.1,swow
0,e2_board10_words,chair-table,desk,9.746282953224987e-05,2268,0.1,swow
0,e2_board10_words,chair-table,dine,0.00011427415012749152,126,0.1,swow
0,e2_board10_words,chair-table,dining,0.00013076543396128853,41,0.1,swow
0,e2_board10_words,chair-table,dining room,0.00015771937521632273,28,0.1,swow
0,e2_board10_words,chair-table,dinner,0.00010068412336225227,1571,0.1,swow
0,e2_board10_words,chair-table,furniture,0.0003173127953630756,7,0.1,swow
0,e2_board10_words,chair-table,household,7.858846533515485e-05,7393,0.1,swow
0,e2_board10_words,chair-table,kitchen,9.213365458970824e-05,3651,0.1,swow
0,e2_board10_words,chair-table,mealtime,NA,NA,0.1,swow
0,e2_board10_words,chair-table,seat,0.0003246805541758518,6,0.1,swow
0,e2_board10_words,chair-table,sit,0.00031528982803079346,8,0.1,swow
0,e2_board10_words,feet-chapel,aisle,9.501267882332236e-05,3210,0.1,swow
0,e2_board10_words,feet-chapel,baptism,6.778206809763769e-05,9376,0.1,swow
0,e2_board10_words,feet-chapel,bare,7.396613952481458e-05,8321,0.1,swow
0,e2_board10_words,feet-chapel,Catholicism,NA,NA,0.1,swow
0,e2_board10_words,feet-chapel,church,0.00016140787297247403,28,0.1,swow
0,e2_board10_words,feet-chapel,churchgoer,NA,NA,0.1,swow
0,e2_board10_words,feet-chapel,churchyard,NA,NA,0.1,swow
0,e2_board10_words,feet-chapel,cleanse,5.45479224280065e-05,10952,0.1,swow
0,e2_board10_words,feet-chapel,David,7.299738767320313e-05,8489,0.1,swow
0,e2_board10_words,feet-chapel,foot,0.00010661078152737184,1032,0.1,swow
0,e2_board10_words,feet-chapel,god,NA,NA,0.1,swow
0,e2_board10_words,feet-chapel,ground,6.079212767843107e-05,10320,0.1,swow
0,e2_board10_words,feet-chapel,holy,0.00012165845248085706,146,0.1,swow
0,e2_board10_words,feet-chapel,Jesus,0.00011782202546165833,213,0.1,swow
0,e2_board10_words,feet-chapel,kneel,0.0001045985931601289,1313,0.1,swow
0,e2_board10_words,feet-chapel,marble,6.038381081747488e-05,10371,0.1,swow
0,e2_board10_words,feet-chapel,miracle,9.801521968026282e-05,2520,0.1,swow
0,e2_board10_words,feet-chapel,mosque,0.00014641380096502458,53,0.1,swow
0,e2_board10_words,feet-chapel,penny loafers,NA,NA,0.1,swow
0,e2_board10_words,feet-chapel,pilgrimage,0.00011960066589025582,173,0.1,swow
0,e2_board10_words,feet-chapel,pope,0.0001427495020288964,60,0.1,swow
0,e2_board10_words,feet-chapel,prayer,0.00015601197203981968,40,0.1,swow
0,e2_board10_words,feet-chapel,religious,0.00014981403385519118,48,0.1,swow
0,e2_board10_words,feet-chapel,sandals,8.725133501869574e-05,5127,0.1,swow
0,e2_board10_words,feet-chapel,shoe,0.0001465510312929582,52,0.1,swow
0,e2_board10_words,feet-chapel,stand,4.730246873139754e-05,11519,0.1,swow
0,e2_board10_words,feet-chapel,walk,0.00011512003302136213,314,0.1,swow
0,e2_board10_words,feet-chapel,waltz,0.00010889998777826016,763,0.1,swow
0,e2_board10_words,feet-chapel,wash,5.05050673646917e-05,11279,0.1,swow
0,e2_board10_words,feet-chapel,worship,0.00014944312403579175,49,0.1,swow
0,e2_board10_words,garage-bone,back,8.35447298564757e-05,6209,0.1,swow
0,e2_board10_words,garage-bone,barbecue,5.435606209776275e-05,11165,0.1,swow
0,e2_board10_words,garage-bone,build,8.99263944914375e-05,4511,0.1,swow
0,e2_board10_words,garage-bone,car,0.00010299612503159719,1338,0.1,swow
0,e2_board10_words,garage-bone,dog,9.811955443320784e-05,2396,0.1,swow
0,e2_board10_words,garage-bone,doghouse,NA,NA,0.1,swow
0,e2_board10_words,garage-bone,door,0.00010303525401983322,1332,0.1,swow
0,e2_board10_words,garage-bone,drum,8.902395246254085e-05,4763,0.1,swow
0,e2_board10_words,garage-bone,epidermis,NA,NA,0.1,swow
0,e2_board10_words,garage-bone,fill,4.0553307641127894e-05,11952,0.1,swow
0,e2_board10_words,garage-bone,kennel,NA,NA,0.1,swow
0,e2_board10_words,garage-bone,milk,8.714876901276117e-05,5266,0.1,swow
0,e2_board10_words,garage-bone,motorcycle,0.00010576133417232237,889,0.1,swow
0,e2_board10_words,garage-bone,remains,7.586551574459603e-05,8055,0.1,swow
0,e2_board10_words,garage-bone,saw,6.0937312914150594e-05,10484,0.1,swow
0,e2_board10_words,garage-bone,skeleton,0.00013431557061392092,10,0.1,swow
0,e2_board10_words,garage-bone,snoopy,0.00010845340560057343,532,0.1,swow
0,e2_board10_words,garage-bone,spooky,0.00010321809417705015,1310,0.1,swow
0,e2_board10_words,garage-bone,storage,5.929714596587028e-05,10679,0.1,swow
0,e2_board10_words,garage-bone,structure,8.61171386705497e-05,5525,0.1,swow
0,e2_board10_words,garage-bone,tool,0.00010082595266354508,1788,0.1,swow
0,e2_board10_words,garage-bone,trash,0.00010847729800700758,527,0.1,swow
0,e2_board10_words,garage-bone,underground,7.13965511820914e-05,8951,0.1,swow
0,e1_board1_words,exam-algebra,calculus,0.00042108527596083125,3,0.2,swow
0,e1_board1_words,exam-algebra,equation,0.00042565048752229984,2,0.2,swow
0,e1_board1_words,exam-algebra,knowledge,8.869614718069385e-05,3353,0.2,swow
0,e1_board1_words,exam-algebra,math,0.00039423009011447217,8,0.2,swow
0,e1_board1_words,exam-algebra,school,0.0001421004934233391,162,0.2,swow
0,e1_board1_words,exam-algebra,study,0.00016780063559410113,87,0.2,swow
