"sona_id","wordpair","clue","accessibility","distinctiveness","response"
61436,"graph-copy","work","high","low",4
61436,"corpse-fight","death","high","high",5
61436,"graph-copy","cheat","low","low",2
61436,"graph-copy","photo","low","high",5
61436,"corpse-fight","war","low","high",5
61436,"flat-alike","pancake","low","low",4
61436,"heavy-feather","opposite","low","low",5
61436,"heavy-feather","weight","high","high",3
61436,"heavy-feather","oxymoron","low","high",4
61436,"flat-alike","feet","high","low",5
61436,"perjury-adultery","wrong","high","low",4
61436,"heavy-feather","might","high","low",3
61436,"flat-alike","same","high","high",3
61436,"flat-alike","plain","low","high",3
61436,"perjury-adultery","cheat","high","high",3
61436,"perjury-adultery","sin","low","high",4
61436,"perjury-adultery","trump","low","low",3
61436,"onion-cigarette","pungent","low","high",4
61436,"onion-cigarette","disgust","low","low",4
61436,"near-astronaut","space","low","high",4
61436,"homeless-apartment","shelter","low","high",3
61436,"homeless-apartment","food","low","low",3
61436,"near-astronaut","train","high","low",2
61436,"onion-cigarette","smell","high","high",5
61436,"near-astronaut","far","high","high",4
61436,"near-astronaut","mars","low","low",5
61436,"onion-cigarette","mouth","high","low",4
61436,"homeless-apartment","house","high","high",3
61436,"homeless-apartment","live","high","low",5
61436,"toes-dracula","twilight","low","low",5
61436,"lunch-almond","peanut","low","high",5
61436,"bat-bounce","sport","low","high",5
61436,"toes-dracula","person","high","low",4
61436,"lunch-almond","food","high","low",5
61436,"lunch-almond","allergy","low","low",5
61436,"toes-dracula","claw","low","high",3
61436,"bat-bounce","ball","high","high",5
61436,"bat-bounce","move","high","low",5
61436,"bat-bounce","hero","low","low",3
61436,"lunch-almond","snack","high","high",5
61436,"toes-dracula","count","high","high",3
61436,"chair-table","sit","high","high",5
61436,"garage-bone","snoopy","low","low",4
61436,"feet-chapel","kneel","high","high",5
61436,"feet-chapel","penny loafers","low","high",3
61436,"feet-chapel","god","high","low",4
61436,"chair-table","mealtime","low","low",3
61436,"garage-bone","epidermis","low","high",3
61436,"feet-chapel","foot","low","low",5
61436,"garage-bone","car","high","low",4
61436,"chair-table","furniture","low","high",5
61436,"garage-bone","back","high","high",5
61436,"chair-table","dinner","high","low",5
61436,"army-drum","bugle","low","high",3
61436,"happy-sad","oppose","low","low",5
61436,"happy-sad","mood","high","high",5
61436,"army-drum","march","high","high",5
61436,"happy-sad","feeling","high","low",5
61436,"giant-subtle","subdue","low","low",3
61436,"army-drum","revolution","low","low",5
61436,"giant-subtle","big","high","high",3
61436,"giant-subtle","quiet","high","low",4
61436,"happy-sad","emotion","low","high",5
61436,"army-drum","war","high","low",5
61436,"giant-subtle","unnoticed","low","high",3
61436,"beginning-brake","end","low","high",3
61436,"birds-aircraft","fly","high","low",5
61436,"birds-aircraft","flight","high","high",5
61436,"school-stop","sign","low","high",5
61436,"birds-aircraft","sky","low","high",5
61436,"birds-aircraft","turbine","low","low",5
61436,"school-stop","end","high","high",3
61436,"school-stop","break","high","low",5
61436,"beginning-brake","time","high","low",5
61436,"beginning-brake","start","high","high",5
61436,"school-stop","crosswalk","low","low",5
61436,"beginning-brake","cautious","low","low",5
61436,"bad-actress","drama","low","high",4
61436,"communicate-cooking","tell","high","low",4
61436,"breeze-bubble","blow","low","high",5
61436,"breeze-bubble","air","high","high",5
61436,"bad-actress","rot","low","low",3
61436,"breeze-bubble","outside","high","low",4
61436,"bad-actress","movie","high","high",3
61436,"bad-actress","music","high","low",2
61436,"breeze-bubble","effect","low","low",3
61436,"communicate-cooking","talk","high","high",3
61436,"communicate-cooking","competition","low","low",3
61436,"communicate-cooking","ramsey","low","high",4
61436,"famine-calorie","diet","high","high",4
61436,"famine-calorie","hunger","low","high",4
61436,"hundred-economy","dollar","low","high",4
61436,"circle-dance","round","high","high",4
61436,"circle-dance","campfire","low","low",4
61436,"famine-calorie","food","high","low",4
61436,"hundred-economy","money","high","low",4
61436,"famine-calorie","deficit","low","low",4
61436,"circle-dance","twirl","low","high",4
61436,"circle-dance","move","high","low",4
61436,"hundred-economy","dollars","high","high",4
61436,"hundred-economy","wall street","low","low",4
61436,"lion-tiger","cat","high","low",4
61436,"lion-tiger","mammal","low","low",4
61436,"hand-birth","right","high","low",3
61436,"hand-birth","baby","high","high",4
61436,"lion-tiger","animal","high","high",4
61436,"hand-birth","midwife","low","high",3
61436,"snake-ash","slither","low","low",4
61436,"snake-ash","you","high","low",1
61436,"snake-ash","black","high","high",3
61436,"snake-ash","molt","low","high",3
61436,"lion-tiger","feline","low","high",4
61436,"hand-birth","masturbate","low","low",1
61436,"war-quiet","peace","high","high",3
61436,"war-quiet","silence","low","high",3
61436,"pants-collar","shirt","high","high",4
61436,"pants-collar","apparel","low","high",4
61436,"war-quiet","negotiate","low","low",5
61436,"war-quiet","death","high","low",5
61436,"pants-collar","suit","high","low",5
61436,"definition-assist","synonym","low","low",4
61436,"definition-assist","help","high","high",3
61436,"definition-assist","rondo","low","high",3
61436,"pants-collar","cloth","low","low",4
61436,"definition-assist","explain","high","low",4
61436,"holy-kind","lesson","low","low",3
61436,"holy-kind","saint","low","high",4
61436,"teeth-gums","gingivitis","low","low",4
61436,"rude-regret","hindsight","low","low",4
61436,"rude-regret","bad","high","high",4
61436,"teeth-gums","floss","low","high",4
61436,"teeth-gums","mouth","high","high",4
61436,"rude-regret","shame","low","high",4
61436,"teeth-gums","brush","high","low",4
61436,"holy-kind","good","high","high",4
61436,"rude-regret","mean","high","low",4
61436,"holy-kind","nice","high","low",4
61436,"elm-rock","wood","low","high",3
61436,"elm-rock","hard","high","low",4
61436,"elm-rock","tree","high","high",4
61436,"crust-boot","item","low","low",4
61436,"sit-stand","still","high","low",4
61436,"crust-boot","mud","high","high",4
61436,"sit-stand","symphony","low","low",4
61436,"sit-stand","chair","high","high",4
61436,"sit-stand","position","low","high",4
61436,"elm-rock","landmark","low","low",4
61436,"crust-boot","fisherman","low","high",4
61436,"crust-boot","old","high","low",4
61436,"quick-glow","fire","high","low",5
61436,"tree-oak","green","high","low",5
61436,"tree-oak","wood","high","high",5
61436,"cave-knight","castle","high","high",3
61436,"quick-glow","flicker","low","high",4
61436,"cave-knight","opposite","low","low",3
61436,"tree-oak","deciduous","low","low",4
61436,"tree-oak","maple","low","high",5
61436,"quick-glow","firework","low","low",4
61436,"quick-glow","flash","high","high",4
61436,"cave-knight","dungeon","low","high",4
61436,"cave-knight","dark","high","low",4
61436,"olive-real","italian","low","low",4
61436,"weird-trauma","you","high","low",2
61436,"olive-real","eat","high","low",4
61436,"candle-wick","light","high","low",4
61436,"weird-trauma","crazy","high","high",2
61436,"candle-wick","fire","high","high",4
61436,"olive-real","unsugarcoated","low","high",3
61436,"weird-trauma","horror","low","high",3
61436,"weird-trauma","minority","low","low",2
61436,"candle-wick","flame","low","high",4
61436,"olive-real","natural","high","high",4
61436,"candle-wick","board","low","low",4
61436,"jump-leap","trampoline","low","high",4
61436,"travel-ankle","walk","high","high",4
61436,"jump-leap","move","high","low",4
61436,"dream-bet","money","high","low",4
61436,"jump-leap","hop","high","high",4
61436,"travel-ankle","break","high","low",4
61436,"dream-bet","luck","low","high",4
61436,"dream-bet","chance","high","high",4
61436,"jump-leap","faith","low","low",4
61436,"dream-bet","dopamine","low","low",4
61436,"travel-ankle","trip","low","high",4
61436,"travel-ankle","ale","low","low",2
61436,"east-short","turn","high","low",4
61436,"east-short","navigate","low","low",4
61436,"glass-cage","exhibit","low","low",4
61436,"old-new","generation","low","high",4
61436,"glass-cage","contain","low","high",4
61436,"east-short","directionless","low","high",4
61436,"east-short","small","high","high",3
61436,"glass-cage","bar","high","high",3
61436,"old-new","opposite","low","low",5
61436,"glass-cage","break","high","low",4
61436,"old-new","time","high","low",4
61436,"old-new","age","high","high",4
61436,"gold-silver","jewelry","high","high",4
61436,"sun-bowl","breakfast","high","high",4
61436,"sun-bowl","set","high","low",4
61436,"sun-bowl","contain","low","low",4
61436,"gold-silver","money","high","low",4
61436,"sun-bowl","heat","low","high",4
61436,"stern-wind","horn","low","low",3
61436,"stern-wind","air","high","low",4
61436,"stern-wind","galeforce","high","high",3
61436,"gold-silver","bronze","low","high",4
61436,"gold-silver","commodity","low","low",4
61436,"stern-wind","weather","low","high",3
61436,"tea-bean","coffee","high","high",4
61436,"tourist-comedy","fun","high","high",4
61436,"pendulum-dusk","repetitious","low","high",3
61436,"tea-bean","starbucks","low","low",4
61436,"pendulum-dusk","right","high","low",3
61436,"tourist-comedy","theatre","low","high",4
61436,"pendulum-dusk","hypnotize","low","low",3
61436,"tea-bean","food","low","high",3
61436,"tourist-comedy","show","high","low",4
61436,"tourist-comedy","las vegas","low","low",4
61436,"tea-bean","time","high","low",4
61436,"pendulum-dusk","time","high","high",3
62540,"famine-calorie","deficit","low","low",3
62540,"circle-dance","round","high","high",2
62540,"hundred-economy","dollar","low","high",3
62540,"circle-dance","twirl","low","high",4
62540,"hundred-economy","money","high","low",4
62540,"circle-dance","campfire","low","low",1
62540,"famine-calorie","hunger","low","high",4
62540,"hundred-economy","wall street","low","low",1
62540,"famine-calorie","diet","high","high",3
62540,"circle-dance","move","high","low",4
62540,"hundred-economy","dollars","high","high",4
62540,"famine-calorie","food","high","low",3
62540,"near-astronaut","mars","low","low",3
62540,"near-astronaut","far","high","high",5
62540,"near-astronaut","train","high","low",1
62540,"near-astronaut","space","low","high",2
62540,"onion-cigarette","pungent","low","high",5
62540,"onion-cigarette","disgust","low","low",5
62540,"onion-cigarette","mouth","high","low",3
62540,"homeless-apartment","live","high","low",2
62540,"onion-cigarette","smell","high","high",5
62540,"homeless-apartment","food","low","low",2
62540,"homeless-apartment","house","high","high",3
62540,"homeless-apartment","shelter","low","high",3
62540,"perjury-adultery","wrong","high","low",5
62540,"perjury-adultery","cheat","high","high",5
62540,"perjury-adultery","sin","low","high",4
62540,"flat-alike","plain","low","high",3
62540,"perjury-adultery","trump","low","low",3
62540,"heavy-feather","might","high","low",1
62540,"flat-alike","feet","high","low",2
62540,"heavy-feather","opposite","low","low",5
62540,"heavy-feather","weight","high","high",4
62540,"flat-alike","same","high","high",2
62540,"heavy-feather","oxymoron","low","high",5
62540,"flat-alike","pancake","low","low",3
62540,"communicate-cooking","competition","low","low",4
62540,"communicate-cooking","ramsey","low","high",2
62540,"communicate-cooking","talk","high","high",2
62540,"bad-actress","movie","high","high",3
62540,"bad-actress","music","high","low",2
62540,"breeze-bubble","blow","low","high",5
62540,"breeze-bubble","air","high","high",4
62540,"bad-actress","rot","low","low",4
62540,"breeze-bubble","outside","high","low",3
62540,"breeze-bubble","effect","low","low",1
62540,"bad-actress","drama","low","high",4
62540,"communicate-cooking","tell","high","low",2
62540,"tree-oak","green","high","low",3
62540,"cave-knight","castle","high","high",2
62540,"quick-glow","flash","high","high",5
62540,"tree-oak","wood","high","high",4
62540,"quick-glow","fire","high","low",4
62540,"quick-glow","firework","low","low",4
62540,"cave-knight","opposite","low","low",1
62540,"tree-oak","deciduous","low","low",1
62540,"cave-knight","dungeon","low","high",3
62540,"tree-oak","maple","low","high",4
62540,"quick-glow","flicker","low","high",4
62540,"cave-knight","dark","high","low",3
62540,"olive-real","italian","low","low",3
62540,"olive-real","eat","high","low",2
62540,"weird-trauma","minority","low","low",4
62540,"candle-wick","board","low","low",1
62540,"candle-wick","light","high","low",5
62540,"candle-wick","fire","high","high",5
62540,"weird-trauma","crazy","high","high",4
62540,"weird-trauma","you","high","low",1
62540,"olive-real","natural","high","high",5
62540,"weird-trauma","horror","low","high",5
62540,"candle-wick","flame","low","high",5
62540,"olive-real","unsugarcoated","low","high",1
62540,"glass-cage","exhibit","low","low",4
62540,"glass-cage","bar","high","high",1
62540,"east-short","turn","high","low",2
62540,"glass-cage","break","high","low",2
62540,"east-short","small","high","high",3
62540,"old-new","age","high","high",2
62540,"old-new","time","high","low",2
62540,"east-short","directionless","low","high",1
62540,"old-new","generation","low","high",4
62540,"old-new","opposite","low","low",5
62540,"glass-cage","contain","low","high",5
62540,"east-short","navigate","low","low",4
62540,"war-quiet","silence","low","high",2
62540,"pants-collar","suit","high","low",5
62540,"war-quiet","negotiate","low","low",3
62540,"pants-collar","cloth","low","low",1
62540,"pants-collar","shirt","high","high",1
62540,"definition-assist","explain","high","low",5
62540,"definition-assist","help","high","high",3
62540,"war-quiet","death","high","low",5
62540,"definition-assist","rondo","low","high",1
62540,"definition-assist","synonym","low","low",2
62540,"pants-collar","apparel","low","high",4
62540,"war-quiet","peace","high","high",1
62540,"chair-table","mealtime","low","low",3
62540,"feet-chapel","god","high","low",1
62540,"garage-bone","epidermis","low","high",2
62540,"feet-chapel","foot","low","low",1
62540,"chair-table","furniture","low","high",5
62540,"feet-chapel","penny loafers","low","high",3
62540,"garage-bone","back","high","high",3
62540,"garage-bone","car","high","low",2
62540,"chair-table","sit","high","high",3
62540,"chair-table","dinner","high","low",4
62540,"feet-chapel","kneel","high","high",3
62540,"garage-bone","snoopy","low","low",1
62540,"lion-tiger","cat","high","low",5
62540,"snake-ash","black","high","high",3
62540,"snake-ash","molt","low","high",2
62540,"snake-ash","you","high","low",1
62540,"hand-birth","masturbate","low","low",3
62540,"hand-birth","baby","high","high",3
62540,"snake-ash","slither","low","low",2
62540,"lion-tiger","animal","high","high",3
62540,"hand-birth","midwife","low","high",5
62540,"lion-tiger","feline","low","high",3
62540,"hand-birth","right","high","low",2
62540,"lion-tiger","mammal","low","low",3
62540,"toes-dracula","count","high","high",3
62540,"lunch-almond","snack","high","high",3
62540,"lunch-almond","allergy","low","low",2
62540,"lunch-almond","peanut","low","high",1
62540,"toes-dracula","person","high","low",2
62540,"toes-dracula","twilight","low","low",2
62540,"toes-dracula","claw","low","high",3
62540,"bat-bounce","hero","low","low",1
62540,"lunch-almond","food","high","low",5
62540,"bat-bounce","ball","high","high",5
62540,"bat-bounce","sport","low","high",4
62540,"bat-bounce","move","high","low",2
62540,"sit-stand","symphony","low","low",2
62540,"sit-stand","chair","high","high",3
62540,"crust-boot","old","high","low",4
62540,"crust-boot","fisherman","low","high",4
62540,"elm-rock","tree","high","high",2
62540,"elm-rock","hard","high","low",4
62540,"crust-boot","mud","high","high",5
62540,"sit-stand","position","low","high",4
62540,"crust-boot","item","low","low",2
62540,"elm-rock","wood","low","high",2
62540,"sit-stand","still","high","low",3
62540,"elm-rock","landmark","low","low",3
62540,"jump-leap","trampoline","low","high",5
62540,"travel-ankle","ale","low","low",2
62540,"jump-leap","move","high","low",3
62540,"dream-bet","chance","high","high",4
62540,"jump-leap","faith","low","low",2
62540,"dream-bet","luck","low","high",5
62540,"travel-ankle","walk","high","high",5
62540,"travel-ankle","break","high","low",2
62540,"dream-bet","money","high","low",1
62540,"travel-ankle","trip","low","high",4
62540,"jump-leap","hop","high","high",5
62540,"dream-bet","dopamine","low","low",5
62540,"kitchen-egg","food","high","low",4
62540,"kitchen-egg","domestic","low","low",3
62540,"kitchen-egg","cook","high","high",4
62540,"graph-copy","photo","low","high",3
62540,"corpse-fight","kill","high","low",5
62540,"kitchen-egg","omelet","low","high",3
62540,"corpse-fight","gladiator","low","low",2
62540,"corpse-fight","death","high","high",4
62540,"graph-copy","cheat","low","low",2
62540,"corpse-fight","war","low","high",4
62540,"graph-copy","work","high","low",3
62540,"graph-copy","paper","high","high",5
62540,"gold-silver","bronze","low","high",5
62540,"stern-wind","galeforce","high","high",1
62540,"gold-silver","commodity","low","low",2
62540,"stern-wind","horn","low","low",4
62540,"sun-bowl","set","high","low",3
62540,"stern-wind","air","high","low",3
62540,"sun-bowl","breakfast","high","high",3
62540,"gold-silver","money","high","low",5
62540,"stern-wind","galeforce","low","high",2
62540,"sun-bowl","contain","low","low",2
62540,"gold-silver","jewelry","high","high",5
62540,"sun-bowl","heat","low","high",2
62540,"holy-kind","good","high","high",4
62540,"teeth-gums","gingivitis","low","low",5
62540,"teeth-gums","floss","low","high",5
62540,"rude-regret","bad","high","high",3
62540,"teeth-gums","mouth","high","high",4
62540,"holy-kind","lesson","low","low",2
62540,"holy-kind","saint","low","high",4
62540,"holy-kind","nice","high","low",3
62540,"teeth-gums","brush","high","low",3
62540,"rude-regret","mean","high","low",3
62540,"rude-regret","shame","low","high",4
62540,"rude-regret","hindsight","low","low",2
62540,"tourist-comedy","fun","high","high",5
62540,"tea-bean","starbucks","low","low",5
62540,"tea-bean","food","low","high",3
62540,"tourist-comedy","show","high","low",4
62540,"pendulum-dusk","repetitious","low","high",4
62540,"pendulum-dusk","hypnotize","low","low",2
62540,"tea-bean","coffee","high","high",3
62540,"pendulum-dusk","time","high","high",5
62540,"tea-bean","time","high","low",1
62540,"pendulum-dusk","right","high","low",1
62540,"tourist-comedy","theatre","low","high",4
62540,"tourist-comedy","las vegas","low","low",3
62540,"birds-aircraft","turbine","low","low",3
62540,"beginning-brake","cautious","low","low",3
62540,"beginning-brake","end","low","high",1
62540,"birds-aircraft","sky","low","high",4
62540,"birds-aircraft","flight","high","high",5
62540,"birds-aircraft","fly","high","low",5
62540,"beginning-brake","start","high","high",2
62540,"school-stop","crosswalk","low","low",4
62540,"school-stop","sign","low","high",2
62540,"school-stop","break","high","low",2
62540,"beginning-brake","time","high","low",3
62540,"school-stop","end","high","high",1
62540,"army-drum","war","high","low",3
62540,"army-drum","bugle","low","high",5
62540,"giant-subtle","quiet","high","low",2
62540,"giant-subtle","subdue","low","low",3
62540,"happy-sad","oppose","low","low",3
62540,"happy-sad","emotion","low","high",5
62540,"happy-sad","mood","high","high",5
62540,"army-drum","revolution","low","low",3
62540,"happy-sad","feeling","high","low",4
62540,"army-drum","march","high","high",5
62540,"giant-subtle","big","high","high",2
62540,"giant-subtle","unnoticed","low","high",2
62540,"giggle-abnormal","giddy","low","low",4
62540,"void-couch","empty","high","high",3
62540,"giggle-abnormal","goofy","low","high",5
62540,"exam-algebra","knowledge","low","low",4
62540,"void-couch","seatcheck","low","high",2
62540,"void-couch","move","high","low",1
62540,"giggle-abnormal","happy","high","low",2
62540,"void-couch","purchase","low","low",1
62540,"exam-algebra","math","low","high",4
62540,"exam-algebra","school","high","high",5
62540,"exam-algebra","test","high","low",3
62540,"giggle-abnormal","funny","high","high",5
60733,"hundred-economy","wall street","low","low",4
60733,"hundred-economy","money","high","low",5
60733,"famine-calorie","deficit","low","low",5
60733,"hundred-economy","dollars","high","high",4
60733,"famine-calorie","hunger","low","high",5
60733,"circle-dance","round","high","high",2
60733,"famine-calorie","food","high","low",3
60733,"circle-dance","campfire","low","low",4
60733,"hundred-economy","dollar","low","high",4
60733,"famine-calorie","diet","high","high",4
60733,"circle-dance","move","high","low",1
60733,"circle-dance","twirl","low","high",3
60733,"lunch-almond","snack","high","high",2
60733,"lunch-almond","food","high","low",5
60733,"lunch-almond","peanut","low","high",3
60733,"bat-bounce","move","high","low",1
60733,"toes-dracula","claw","low","high",3
60733,"lunch-almond","allergy","low","low",2
60733,"toes-dracula","count","high","high",5
60733,"bat-bounce","ball","high","high",5
60733,"toes-dracula","twilight","low","low",4
60733,"toes-dracula","person","high","low",1
60733,"bat-bounce","sport","low","high",4
60733,"bat-bounce","hero","low","low",1
60733,"pendulum-dusk","hypnotize","low","low",4
60733,"tea-bean","food","low","high",5
60733,"pendulum-dusk","right","high","low",1
60733,"pendulum-dusk","repetitious","low","high",1
60733,"tourist-comedy","show","high","low",5
60733,"tourist-comedy","fun","high","high",5
60733,"tourist-comedy","las vegas","low","low",4
60733,"tea-bean","time","high","low",1
60733,"tourist-comedy","theatre","low","high",5
60733,"tea-bean","starbucks","low","low",4
60733,"tea-bean","coffee","high","high",5
60733,"pendulum-dusk","time","high","high",1
60733,"happy-sad","mood","high","high",5
60733,"army-drum","march","high","high",4
60733,"giant-subtle","subdue","low","low",1
60733,"giant-subtle","unnoticed","low","high",1
60733,"happy-sad","oppose","low","low",3
60733,"happy-sad","emotion","low","high",5
60733,"army-drum","bugle","low","high",1
60733,"army-drum","revolution","low","low",2
60733,"army-drum","war","high","low",4
60733,"giant-subtle","big","high","high",4
60733,"giant-subtle","quiet","high","low",1
60733,"happy-sad","feeling","high","low",5
60733,"graph-copy","work","high","low",4
60733,"kitchen-egg","omelet","low","high",5
60733,"graph-copy","paper","high","high",4
60733,"graph-copy","photo","low","high",3
60733,"corpse-fight","death","high","high",5
60733,"kitchen-egg","food","high","low",5
60733,"kitchen-egg","domestic","low","low",2
60733,"graph-copy","cheat","low","low",1
60733,"corpse-fight","kill","high","low",5
60733,"corpse-fight","war","low","high",4
60733,"corpse-fight","gladiator","low","low",5
60733,"kitchen-egg","cook","high","high",4
60733,"communicate-cooking","competition","low","low",2
60733,"communicate-cooking","talk","high","high",3
60733,"bad-actress","rot","low","low",1
60733,"breeze-bubble","air","high","high",2
60733,"communicate-cooking","tell","high","low",3
60733,"bad-actress","movie","high","high",4
60733,"bad-actress","drama","low","high",5
60733,"breeze-bubble","outside","high","low",1
60733,"bad-actress","music","high","low",4
60733,"communicate-cooking","ramsey","low","high",3
60733,"breeze-bubble","blow","low","high",5
60733,"breeze-bubble","effect","low","low",3
60733,"heavy-feather","oxymoron","low","high",5
60733,"perjury-adultery","cheat","high","high",5
60733,"heavy-feather","weight","high","high",3
60733,"flat-alike","feet","high","low",1
60733,"perjury-adultery","wrong","high","low",5
60733,"heavy-feather","might","high","low",3
60733,"heavy-feather","opposite","low","low",5
60733,"flat-alike","plain","low","high",4
60733,"perjury-adultery","trump","low","low",3
60733,"flat-alike","pancake","low","low",4
60733,"flat-alike","same","high","high",5
60733,"perjury-adultery","sin","low","high",5
60733,"olive-real","unsugarcoated","low","high",4
60733,"weird-trauma","horror","low","high",5
60733,"olive-real","natural","high","high",4
60733,"candle-wick","light","high","low",5
60733,"candle-wick","flame","low","high",5
60733,"weird-trauma","minority","low","low",3
60733,"weird-trauma","crazy","high","high",4
60733,"candle-wick","fire","high","high",5
60733,"olive-real","italian","low","low",4
60733,"candle-wick","board","low","low",2
60733,"olive-real","eat","high","low",2
60733,"weird-trauma","you","high","low",2
60733,"sun-bowl","set","high","low",2
60733,"gold-silver","money","high","low",5
60733,"stern-wind","horn","low","low",2
60733,"gold-silver","commodity","low","low",5
60733,"stern-wind","galeforce","low","high",2
60733,"gold-silver","jewelry","high","high",5
60733,"sun-bowl","contain","low","low",2
60733,"gold-silver","bronze","low","high",5
60733,"sun-bowl","breakfast","high","high",4
60733,"stern-wind","galeforce","high","high",5
60733,"stern-wind","air","high","low",4
60733,"sun-bowl","heat","low","high",2
60733,"tree-oak","green","high","low",5
60733,"cave-knight","opposite","low","low",1
60733,"cave-knight","dungeon","low","high",4
60733,"tree-oak","deciduous","low","low",3
60733,"tree-oak","wood","high","high",5
60733,"tree-oak","maple","low","high",5
60733,"quick-glow","firework","low","low",4
60733,"quick-glow","fire","high","low",4
60733,"quick-glow","flash","high","high",4
60733,"cave-knight","dark","high","low",3
60733,"cave-knight","castle","high","high",5
60733,"quick-glow","flicker","low","high",5
60733,"travel-ankle","trip","low","high",4
60733,"jump-leap","move","high","low",5
60733,"dream-bet","chance","high","high",5
60733,"travel-ankle","ale","low","low",1
60733,"dream-bet","luck","low","high",5
60733,"jump-leap","trampoline","low","high",5
60733,"jump-leap","hop","high","high",5
60733,"dream-bet","money","high","low",4
60733,"dream-bet","dopamine","low","low",1
60733,"travel-ankle","break","high","low",4
60733,"jump-leap","faith","low","low",5
60733,"travel-ankle","walk","high","high",3
60733,"lion-tiger","animal","high","high",5
60733,"hand-birth","baby","high","high",4
60733,"hand-birth","midwife","low","high",4
60733,"hand-birth","right","high","low",2
60733,"snake-ash","molt","low","high",2
60733,"snake-ash","you","high","low",1
60733,"hand-birth","masturbate","low","low",2
60733,"lion-tiger","mammal","low","low",5
60733,"snake-ash","slither","low","low",4
60733,"lion-tiger","feline","low","high",5
60733,"snake-ash","black","high","high",1
60733,"lion-tiger","cat","high","low",5
60733,"east-short","small","high","high",2
60733,"old-new","opposite","low","low",5
60733,"glass-cage","bar","high","high",5
60733,"east-short","turn","high","low",1
60733,"glass-cage","exhibit","low","low",5
60733,"glass-cage","contain","low","high",4
60733,"glass-cage","break","high","low",2
60733,"east-short","directionless","low","high",2
60733,"old-new","generation","low","high",4
60733,"old-new","time","high","low",5
60733,"east-short","navigate","low","low",2
60733,"old-new","age","high","high",5
60733,"giggle-abnormal","happy","high","low",3
60733,"giggle-abnormal","funny","high","high",4
60733,"void-couch","move","high","low",1
60733,"exam-algebra","school","high","high",5
60733,"exam-algebra","test","high","low",5
60733,"giggle-abnormal","goofy","low","high",5
60733,"void-couch","seatcheck","low","high",1
60733,"exam-algebra","knowledge","low","low",5
60733,"exam-algebra","math","low","high",5
60733,"void-couch","purchase","low","low",1
60733,"void-couch","empty","high","high",3
60733,"giggle-abnormal","giddy","low","low",5
60733,"pants-collar","shirt","high","high",5
60733,"pants-collar","apparel","low","high",5
60733,"pants-collar","cloth","low","low",5
60733,"definition-assist","synonym","low","low",2
60733,"war-quiet","death","high","low",4
60733,"definition-assist","rondo","low","high",1
60733,"definition-assist","explain","high","low",5
60733,"definition-assist","help","high","high",4
60733,"war-quiet","peace","high","high",2
60733,"war-quiet","silence","low","high",3
60733,"war-quiet","negotiate","low","low",4
60733,"pants-collar","suit","high","low",5
60733,"birds-aircraft","sky","low","high",4
60733,"school-stop","break","high","low",4
60733,"beginning-brake","end","low","high",4
60733,"beginning-brake","time","high","low",4
60733,"school-stop","end","high","high",4
60733,"birds-aircraft","flight","high","high",5
60733,"birds-aircraft","turbine","low","low",5
60733,"birds-aircraft","fly","high","low",4
60733,"beginning-brake","start","high","high",4
60733,"school-stop","sign","low","high",2
60733,"school-stop","crosswalk","low","low",4
60733,"beginning-brake","cautious","low","low",2
60733,"holy-kind","lesson","low","low",4
60733,"holy-kind","nice","high","low",5
60733,"teeth-gums","gingivitis","low","low",5
60733,"holy-kind","good","high","high",5
60733,"rude-regret","bad","high","high",5
60733,"rude-regret","shame","low","high",5
60733,"teeth-gums","floss","low","high",5
60733,"rude-regret","hindsight","low","low",5
60733,"holy-kind","saint","low","high",5
60733,"rude-regret","mean","high","low",5
60733,"teeth-gums","mouth","high","high",4
60733,"teeth-gums","brush","high","low",5
60733,"onion-cigarette","mouth","high","low",4
60733,"homeless-apartment","live","high","low",5
60733,"homeless-apartment","shelter","low","high",5
60733,"near-astronaut","space","low","high",4
60733,"onion-cigarette","pungent","low","high",5
60733,"homeless-apartment","food","low","low",4
60733,"near-astronaut","train","high","low",1
60733,"near-astronaut","far","high","high",2
60733,"onion-cigarette","disgust","low","low",4
60733,"near-astronaut","mars","low","low",4
60733,"onion-cigarette","smell","high","high",5
60733,"homeless-apartment","house","high","high",5
60733,"garage-bone","snoopy","low","low",2
60733,"chair-table","mealtime","low","low",3
60733,"feet-chapel","god","high","low",4
60733,"feet-chapel","kneel","high","high",5
60733,"garage-bone","car","high","low",3
60733,"chair-table","sit","high","high",5
60733,"garage-bone","epidermis","low","high",2
60733,"feet-chapel","penny loafers","low","high",5
60733,"chair-table","dinner","high","low",5
60733,"garage-bone","back","high","high",4
60733,"chair-table","furniture","low","high",5
60733,"feet-chapel","foot","low","low",4
60733,"elm-rock","tree","high","high",3
60733,"crust-boot","mud","high","high",4
60733,"sit-stand","still","high","low",4
60733,"sit-stand","chair","high","high",5
60733,"crust-boot","old","high","low",5
60733,"crust-boot","item","low","low",2
60733,"elm-rock","wood","low","high",4
60733,"sit-stand","symphony","low","low",2
60733,"elm-rock","hard","high","low",3
60733,"sit-stand","position","low","high",4
60733,"elm-rock","landmark","low","low",4
60733,"crust-boot","fisherman","low","high",2
59998,"definition-assist","help","high","high",4
59998,"definition-assist","synonym","low","low",3
59998,"pants-collar","suit","high","low",3
59998,"war-quiet","silence","low","high",2
59998,"definition-assist","rondo","low","high",3
59998,"war-quiet","death","high","low",4
59998,"war-quiet","negotiate","low","low",4
